brands,latitude,longitude,street_address,city,postal_code,week_start_date,median_dwell,h3_cell,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,total_visits,android,ios
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-04-05,8.0,8629a54d7ffffff,25,16,14,13,8,12,10,98,30,44
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-04-12,9.0,8629a54d7ffffff,9,14,10,7,13,9,4,66,13,32
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-04-19,10.0,8629a54d7ffffff,12,9,11,13,8,4,4,61,11,30
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-04-26,7.0,8629a54d7ffffff,12,19,12,16,15,11,5,90,17,41
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-05-03,9.0,8629a54d7ffffff,11,11,17,12,19,11,5,86,26,38
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-05-10,8.0,8629a54d7ffffff,11,13,19,18,13,7,8,89,21,44
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-05-17,10.0,8629a54d7ffffff,11,13,9,10,20,13,7,83,25,35
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-05-24,9.0,8629a54d7ffffff,8,15,16,13,12,9,4,77,19,39
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-05-31,9.0,8629a54d7ffffff,15,17,11,10,14,10,7,84,19,45
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-06-07,9.0,8629a54d7ffffff,16,12,14,15,13,11,5,86,23,39
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-06-14,8.0,8629a54d7ffffff,14,18,9,15,12,10,3,81,23,36
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-06-21,9.0,8629a54d7ffffff,12,10,14,12,17,7,6,78,20,41
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-06-28,10.0,8629a54d7ffffff,11,11,17,12,10,10,4,75,18,34
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-07-05,9.0,8629a54d7ffffff,6,13,13,9,16,3,5,65,21,35
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-07-12,9.0,8629a54d7ffffff,9,12,14,12,12,8,11,78,23,39
Burger King,33.6603,-117.8736,2122 SE Bristol St,Newport Beach,92660.0,2021-07-19,9.5,8629a54d7ffffff,9,9,14,14,15,7,6,74,16,45
Burger King,33.7081,-117.8859,2850 S Bristol St,Santa Ana,92704.0,2021-06-28,11.0,8629a54dfffffff,8,11,2,11,15,9,11,67,34,24
Burger King,33.7081,-117.8859,2850 S Bristol St,Santa Ana,92704.0,2021-07-05,11.0,8629a54dfffffff,5,6,10,6,9,22,6,64,28,36
Burger King,33.7081,-117.8859,2850 S Bristol St,Santa Ana,92704.0,2021-07-12,10.0,8629a54dfffffff,9,13,19,11,7,8,8,75,33,34
Burger King,33.7081,-117.8859,2850 S Bristol St,Santa Ana,92704.0,2021-07-19,10.0,8629a54dfffffff,7,6,13,11,7,9,13,66,37,26
Burger King,33.7081,-117.8859,2850 S Bristol St,Santa Ana,92704.0,2021-07-26,9.5,8629a54dfffffff,7,5,18,12,11,13,8,74,33,33
Burger King,33.7081,-117.8859,2850 S Bristol St,Santa Ana,92704.0,2021-08-02,10.0,8629a54dfffffff,17,9,11,8,5,10,14,74,33,29
Burger King,33.7081,-117.8859,2850 S Bristol St,Santa Ana,92704.0,2021-08-09,10.0,8629a54dfffffff,11,6,8,7,17,13,15,77,34,36
Burger King,33.7081,-117.8859,2850 S Bristol St,Santa Ana,92704.0,2021-08-16,17.0,8629a54dfffffff,12,13,10,12,13,12,9,81,32,37
Burger King,33.7081,-117.8859,2850 S Bristol St,Santa Ana,92704.0,2021-08-23,9.0,8629a54dfffffff,11,10,13,9,12,10,14,79,36,34
Burger King,33.7081,-117.8859,2850 S Bristol St,Santa Ana,92704.0,2021-08-30,10.0,8629a54dfffffff,6,11,11,10,11,13,15,77,43,30
