brands,latitude,longitude,street_address,city,postal_code,week_start_date,median_dwell,h3_cell,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,total_visits,android,ios
Taco Bell,33.8028,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-05-31,9.0,8629a0b47ffffff,7,10,6,3,2,10,3,41,21,17
Taco Bell,33.8028,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-06-07,8.0,8629a0b47ffffff,5,6,10,7,10,5,9,52,25,18
Taco Bell,33.8028,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-06-14,8.5,8629a0b47ffffff,4,5,10,9,4,7,7,46,21,18
Taco Bell,33.8028,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-06-21,14.0,8629a0b47ffffff,9,6,5,8,5,7,3,43,11,19
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-06-28,10.0,8629a0b47ffffff,7,11,6,15,8,11,6,64,25,26
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-07-05,6.0,8629a0b47ffffff,5,7,9,7,3,5,6,42,16,22
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-07-12,15.0,8629a0b47ffffff,6,7,7,11,7,5,6,49,23,14
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-07-19,8.0,8629a0b47ffffff,6,13,4,11,5,5,4,48,25,17
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-07-26,16.0,8629a0b47ffffff,13,16,15,7,3,11,6,71,26,30
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-08-02,9.0,8629a0b47ffffff,6,6,3,9,7,11,7,49,19,24
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-08-09,9.0,8629a0b47ffffff,9,8,7,8,10,17,6,65,28,31
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-08-16,9.0,8629a0b47ffffff,10,9,10,1,7,3,11,51,13,28
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-08-23,9.0,8629a0b47ffffff,3,4,4,6,6,8,8,39,18,14
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-08-30,11.0,8629a0b47ffffff,4,6,4,5,6,6,8,39,22,14
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-09-06,9.0,8629a0b47ffffff,9,5,9,4,6,10,11,54,28,17
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-09-13,7.0,8629a0b47ffffff,8,3,8,13,2,11,3,48,25,22
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-09-20,7.0,8629a0b47ffffff,6,2,6,12,2,3,10,41,20,17
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-09-27,7.0,8629a0b47ffffff,9,9,7,4,6,6,11,52,27,14
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-10-04,8.0,8629a0b47ffffff,7,7,4,6,9,8,3,44,18,18
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-10-11,6.0,8629a0b47ffffff,6,6,5,9,5,6,8,45,21,15
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-10-18,9.0,8629a0b47ffffff,9,4,8,10,10,7,12,60,24,29
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-10-25,9.0,8629a0b47ffffff,4,5,5,5,6,6,6,37,14,13
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-11-01,7.0,8629a0b47ffffff,11,6,14,11,8,10,6,66,26,30
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-11-08,6.0,8629a0b47ffffff,7,2,9,3,3,3,7,34,7,16
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-11-15,10.0,8629a0b47ffffff,3,6,9,13,4,4,9,48,22,16
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-11-22,15.0,8629a0b47ffffff,11,6,9,3,12,8,6,55,17,30
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-11-29,8.0,8629a0b47ffffff,13,5,9,9,11,8,12,67,24,31
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-12-06,11.5,8629a0b47ffffff,9,4,11,8,8,4,14,58,22,22
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-12-13,8.0,8629a0b47ffffff,13,4,8,11,11,11,5,63,21,26
Taco Bell,33.8029,-117.9372,1600 W Katella Ave,Anaheim,92802.0,2021-12-20,9.0,8629a0b47ffffff,7,7,6,9,1,1,10,41,21,15
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2020-12-28,8.0,8629a56b7ffffff,10,10,7,10,4,8,7,56,15,34
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-01-04,7.0,8629a56b7ffffff,9,4,5,6,6,11,8,49,18,27
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-01-11,8.0,8629a56b7ffffff,8,7,8,8,9,8,7,55,22,32
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-01-18,8.0,8629a56b7ffffff,1,9,5,7,8,5,6,41,13,27
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-01-25,9.0,8629a56b7ffffff,6,8,9,11,11,8,5,58,23,35
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-02-01,11.0,8629a56b7ffffff,4,12,5,10,10,5,5,51,17,27
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-02-08,8.0,8629a56b7ffffff,9,7,9,9,11,3,11,59,28,30
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-02-15,10.0,8629a56b7ffffff,7,9,6,8,8,12,9,59,22,37
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-02-22,10.0,8629a56b7ffffff,5,3,4,5,7,14,7,45,17,28
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-03-01,24.5,8629a56b7ffffff,3,1,1,0,3,4,4,16,6,9
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-03-08,11.0,8629a56b7ffffff,1,5,2,3,0,2,5,18,12,8
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-03-15,14.0,8629a56b7ffffff,3,6,2,5,4,4,2,26,9,17
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-03-22,11.0,8629a56b7ffffff,1,0,4,3,6,1,2,17,6,12
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-03-29,20.0,8629a56b7ffffff,4,4,1,6,4,8,1,28,9,22
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-04-05,12.5,8629a56b7ffffff,7,2,1,3,2,6,1,22,12,7
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-04-12,19.0,8629a56b7ffffff,2,3,3,3,6,2,2,21,4,17
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-04-19,20.0,8629a56b7ffffff,3,4,6,3,1,3,1,21,10,12
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-04-26,20.0,8629a56b7ffffff,3,2,8,3,5,1,5,27,6,18
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-05-03,9.0,8629a56b7ffffff,2,6,3,2,7,4,5,29,13,12
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-05-10,9.0,8629a56b7ffffff,4,8,2,14,4,11,5,48,17,29
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-05-17,9.0,8629a56b7ffffff,7,9,10,7,10,7,7,57,22,31
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-05-24,7.0,8629a56b7ffffff,10,12,9,13,5,10,3,62,27,33
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-05-31,8.0,8629a56b7ffffff,2,8,8,9,7,10,7,51,21,25
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-06-07,9.0,8629a56b7ffffff,12,11,9,4,8,8,7,59,20,35
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-06-14,7.0,8629a56b7ffffff,14,12,9,19,11,8,3,76,29,43
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-06-21,7.0,8629a56b7ffffff,6,5,6,12,6,9,7,51,24,23
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-06-28,9.0,8629a56b7ffffff,3,6,7,5,8,7,1,37,21,17
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-07-05,7.0,8629a56b7ffffff,5,8,5,7,10,4,3,42,17,21
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-07-12,9.0,8629a56b7ffffff,5,5,4,10,4,7,6,41,15,24
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-07-19,7.0,8629a56b7ffffff,8,6,10,11,10,11,5,61,24,32
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-07-26,8.0,8629a56b7ffffff,6,10,10,10,10,7,10,63,22,32
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-08-02,9.0,8629a56b7ffffff,8,10,4,17,6,10,9,64,18,38
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-08-09,8.0,8629a56b7ffffff,13,6,8,5,19,8,11,70,33,32
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-08-16,10.0,8629a56b7ffffff,12,7,7,9,8,4,9,56,26,24
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-08-23,8.0,8629a56b7ffffff,9,8,7,9,8,6,4,51,20,27
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-08-30,7.0,8629a56b7ffffff,7,11,9,7,11,11,5,61,25,33
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-09-06,9.0,8629a56b7ffffff,6,9,10,8,3,11,14,61,18,38
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-09-13,8.0,8629a56b7ffffff,6,7,8,13,9,3,8,54,21,26
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-09-20,7.0,8629a56b7ffffff,1,6,7,3,12,4,7,40,18,23
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-09-27,8.0,8629a56b7ffffff,8,5,14,9,7,13,9,65,18,44
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-10-04,9.0,8629a56b7ffffff,8,9,7,8,8,6,7,53,26,21
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-10-11,8.0,8629a56b7ffffff,12,4,9,10,20,8,5,68,25,37
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-10-18,8.0,8629a56b7ffffff,3,4,9,10,13,14,4,57,21,30
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-10-25,9.0,8629a56b7ffffff,4,7,7,17,12,6,9,62,27,31
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-11-01,7.0,8629a56b7ffffff,8,13,6,12,8,8,9,64,22,37
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-11-08,10.5,8629a56b7ffffff,6,4,10,14,11,8,3,56,26,22
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-11-15,10.0,8629a56b7ffffff,7,19,7,9,16,9,8,75,25,38
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-11-22,9.0,8629a56b7ffffff,12,9,7,0,10,3,10,51,14,35
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-11-29,7.0,8629a56b7ffffff,7,13,11,15,10,10,12,78,30,38
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-12-06,8.5,8629a56b7ffffff,6,5,5,9,8,10,7,50,18,26
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-12-13,8.0,8629a56b7ffffff,7,3,13,9,7,8,9,56,30,21
Taco Bell,33.8033,-118.0141,6827 Katella Ave,Cypress,90630.0,2021-12-20,7.0,8629a56b7ffffff,16,18,11,12,11,1,8,77,24,49
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2020-12-28,8.0,8629a5617ffffff,13,7,12,11,8,9,17,77,36,28
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-01-04,7.0,8629a5617ffffff,16,9,12,12,5,7,10,71,34,36
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-01-11,8.5,8629a5617ffffff,4,5,5,3,6,6,7,36,14,18
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-01-18,8.5,8629a5617ffffff,8,9,7,4,13,6,5,52,26,20
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-01-25,7.0,8629a5617ffffff,7,8,7,4,7,11,7,51,29,22
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-02-01,10.0,8629a5617ffffff,11,10,8,7,12,15,4,67,22,40
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-02-08,7.0,8629a5617ffffff,8,8,8,7,5,10,8,54,24,26
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-02-15,8.5,8629a5617ffffff,7,4,9,8,6,6,10,50,21,25
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-02-22,9.0,8629a5617ffffff,8,9,11,17,7,6,11,69,26,33
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-03-01,9.0,8629a5617ffffff,14,8,5,6,11,7,8,59,28,31
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-03-08,8.5,8629a5617ffffff,5,15,14,8,9,11,8,70,28,36
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-03-15,7.0,8629a5617ffffff,11,8,11,9,18,22,10,89,34,41
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-03-22,8.0,8629a5617ffffff,6,7,13,17,13,5,21,82,27,42
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-03-29,8.0,8629a5617ffffff,11,9,14,14,13,16,8,85,26,48
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-04-05,8.5,8629a5617ffffff,6,9,11,11,11,17,11,76,30,37
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-04-12,9.0,8629a5617ffffff,20,5,18,9,15,8,14,89,30,51
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-04-19,9.0,8629a5617ffffff,17,8,13,10,9,11,10,78,23,45
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-04-26,8.0,8629a5617ffffff,10,14,11,17,9,20,6,87,34,44
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-05-03,8.0,8629a5617ffffff,11,10,20,11,8,8,8,76,26,45
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-05-10,7.0,8629a5617ffffff,8,18,6,5,7,8,16,68,27,39
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-05-17,8.0,8629a5617ffffff,12,9,9,7,7,6,10,60,24,35
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-05-24,10.0,8629a5617ffffff,11,10,9,7,22,12,15,86,39,39
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-05-31,10.0,8629a5617ffffff,14,14,11,10,12,11,11,83,29,44
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-06-07,8.0,8629a5617ffffff,12,12,9,5,6,4,3,51,21,25
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-06-14,8.0,8629a5617ffffff,7,10,7,11,13,12,4,64,24,33
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-06-21,9.0,8629a5617ffffff,11,11,10,13,9,20,16,90,44,35
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-06-28,8.0,8629a5617ffffff,13,9,16,13,11,9,12,83,38,36
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-07-05,8.0,8629a5617ffffff,13,11,8,9,16,13,8,78,34,34
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-07-12,9.0,8629a5617ffffff,5,14,8,11,16,10,8,72,19,39
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-07-19,10.0,8629a5617ffffff,19,14,9,14,7,11,15,89,42,41
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-07-26,9.0,8629a5617ffffff,12,11,8,13,11,18,15,88,48,33
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-08-02,8.0,8629a5617ffffff,9,14,17,12,12,10,6,80,21,43
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-08-09,8.5,8629a5617ffffff,13,7,6,9,9,16,16,76,40,28
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-08-16,10.0,8629a5617ffffff,16,12,5,14,7,8,11,73,29,41
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-08-23,8.0,8629a5617ffffff,6,13,9,14,8,12,15,77,34,41
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-08-30,8.0,8629a5617ffffff,11,7,9,15,16,7,10,75,29,41
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-09-06,8.0,8629a5617ffffff,5,8,8,16,12,8,12,69,29,39
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-09-13,8.5,8629a5617ffffff,13,10,12,11,8,14,12,80,33,39
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-09-20,6.0,8629a5617ffffff,8,8,9,8,11,7,10,61,26,29
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-09-27,11.0,8629a5617ffffff,8,9,5,9,20,11,16,78,34,33
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-10-04,8.0,8629a5617ffffff,11,8,15,12,14,7,9,76,35,36
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-10-11,9.0,8629a5617ffffff,11,10,8,15,21,9,10,84,36,41
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-10-18,10.0,8629a5617ffffff,16,11,12,13,11,8,7,78,31,39
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-10-25,9.0,8629a5617ffffff,6,13,16,18,15,13,22,103,48,44
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-11-01,10.0,8629a5617ffffff,5,14,8,23,20,12,7,89,30,44
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-11-08,9.0,8629a5617ffffff,14,18,9,16,16,19,6,98,36,52
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-11-15,10.0,8629a5617ffffff,7,11,15,13,14,9,14,83,48,28
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-11-22,8.0,8629a5617ffffff,12,10,9,5,11,12,12,71,29,26
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-11-29,9.0,8629a5617ffffff,11,16,17,14,15,10,11,94,37,49
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-12-06,10.0,8629a5617ffffff,12,11,13,17,14,20,15,102,38,54
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-12-13,9.0,8629a5617ffffff,16,7,13,14,12,9,10,81,33,42
Taco Bell,33.8037,-118.1898,2545 Long Beach Blvd,Long Beach,90806.0,2021-12-20,10.0,8629a5617ffffff,19,11,12,22,6,0,13,83,31,44
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2020-12-28,9.0,8629a560fffffff,13,12,11,5,6,10,12,69,25,35
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-01-04,9.0,8629a560fffffff,10,5,10,5,12,7,13,62,23,29
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-01-11,7.0,8629a560fffffff,10,11,11,10,6,17,13,78,30,38
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-01-18,7.0,8629a560fffffff,14,4,6,13,9,7,9,62,22,27
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-01-25,8.0,8629a560fffffff,7,6,8,9,9,12,12,63,15,33
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-02-01,7.0,8629a560fffffff,10,6,9,8,9,14,6,62,25,27
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-02-08,7.0,8629a560fffffff,10,7,9,8,10,10,15,69,27,32
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-02-15,7.0,8629a560fffffff,11,8,8,11,11,16,12,77,27,38
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-02-22,7.5,8629a560fffffff,10,6,8,7,21,11,9,72,26,37
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-03-01,8.0,8629a560fffffff,9,14,7,7,15,15,22,89,33,44
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-03-08,8.0,8629a560fffffff,9,10,15,9,14,7,10,74,25,40
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-03-15,8.0,8629a560fffffff,9,12,16,15,9,11,12,84,29,47
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-03-22,8.0,8629a560fffffff,7,10,6,8,14,9,14,68,21,30
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-03-29,6.0,8629a560fffffff,12,8,6,8,9,16,6,65,23,33
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-04-05,8.0,8629a560fffffff,13,11,12,9,7,9,9,70,28,32
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-04-12,8.0,8629a560fffffff,11,12,9,6,11,10,10,69,31,29
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-04-19,8.0,8629a560fffffff,8,11,13,14,11,7,15,79,19,46
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-04-26,8.0,8629a560fffffff,13,15,3,11,9,9,19,79,25,44
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-05-03,8.0,8629a560fffffff,8,11,7,7,18,19,16,86,24,49
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-05-10,7.0,8629a560fffffff,14,12,10,14,11,16,5,82,30,39
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-05-17,8.0,8629a560fffffff,14,16,12,14,11,16,10,93,27,48
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-05-24,8.0,8629a560fffffff,9,9,14,16,14,14,9,85,28,41
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-05-31,8.0,8629a560fffffff,15,18,6,12,9,13,13,86,21,47
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-06-07,8.0,8629a560fffffff,7,11,14,14,10,15,22,93,25,50
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-06-14,8.0,8629a560fffffff,18,15,9,7,10,15,3,77,24,35
Taco Bell,33.8107,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-06-21,8.5,8629a560fffffff,18,16,8,10,14,29,7,102,33,49
Taco Bell,33.8108,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-06-28,8.0,8629a560fffffff,10,10,8,13,13,14,11,79,22,46
Taco Bell,33.8108,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-07-05,11.0,8629a560fffffff,8,7,13,10,6,12,9,65,27,27
Taco Bell,33.8108,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-07-12,8.0,8629a560fffffff,13,9,20,17,11,12,15,97,42,37
Taco Bell,33.8108,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-07-19,8.0,8629a560fffffff,9,10,9,7,15,11,15,76,31,33
Taco Bell,33.8108,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-07-26,9.0,8629a560fffffff,15,13,10,8,6,15,15,82,34,37
Taco Bell,33.8108,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-08-02,8.0,8629a560fffffff,13,8,12,19,14,18,16,100,28,55
Taco Bell,33.8108,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-08-09,8.0,8629a560fffffff,15,13,7,11,5,8,10,69,29,30
Taco Bell,33.8108,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-08-16,9.0,8629a560fffffff,22,8,10,11,14,10,9,84,34,36
Taco Bell,33.8108,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-08-23,9.0,8629a560fffffff,8,12,7,19,18,15,15,94,34,52
Taco Bell,33.8108,-118.2908,921 Sepulveda Blvd,West Carson,90502.0,2021-08-30,10.0,8629a560fffffff,6,3,19,13,14,14,16,85,28,41
