brands,latitude,longitude,street_address,city,postal_code,week_start_date,median_dwell,h3_cell,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,total_visits,android,ios
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-01-18,8.0,8629a56afffffff,12,14,5,9,19,4,5,68,27,35
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-01-25,8.0,8629a56afffffff,8,10,8,10,13,17,11,77,36,37
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-02-01,8.0,8629a56afffffff,14,6,9,8,10,17,10,74,45,23
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-02-08,8.0,8629a56afffffff,11,8,12,11,13,14,12,81,36,41
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-02-15,7.0,8629a56afffffff,12,10,11,12,10,7,13,75,29,39
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-02-22,8.0,8629a56afffffff,10,16,15,14,8,18,13,94,46,37
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-03-01,7.5,8629a56afffffff,8,9,4,17,13,17,12,80,28,42
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-03-08,9.0,8629a56afffffff,6,8,23,10,12,5,20,84,37,36
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-03-15,10.0,8629a56afffffff,9,11,11,15,14,12,25,97,36,45
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-03-22,9.5,8629a56afffffff,11,13,5,7,19,13,22,90,34,33
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-03-29,10.0,8629a56afffffff,13,16,26,29,22,30,26,162,72,67
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-04-05,11.5,8629a56afffffff,24,17,20,28,30,34,39,192,90,63
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-04-12,14.0,8629a56afffffff,26,23,28,20,37,28,26,188,71,79
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-04-19,14.0,8629a56afffffff,25,20,23,37,24,34,27,190,94,69
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-04-26,10.0,8629a56afffffff,24,20,20,24,23,13,21,145,77,48
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-05-03,9.0,8629a56afffffff,9,11,21,25,25,22,16,129,43,61
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-05-10,9.0,8629a56afffffff,15,14,10,14,16,14,12,95,29,47
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-05-24,10.0,8629a56afffffff,15,20,15,16,20,24,24,134,51,55
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-05-31,11.0,8629a56afffffff,16,14,24,16,21,13,26,130,52,47
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-06-07,10.0,8629a56afffffff,14,22,10,17,27,17,18,125,37,49
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-06-14,10.0,8629a56afffffff,14,18,13,18,20,15,25,123,51,50
Taco Bell,33.877,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-06-21,10.0,8629a56afffffff,6,15,13,14,15,16,14,93,42,34
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-06-28,10.0,8629a56afffffff,13,14,20,10,18,18,10,103,35,46
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-07-05,9.0,8629a56afffffff,10,15,13,18,14,16,31,117,64,43
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-07-12,10.0,8629a56afffffff,14,11,16,11,21,19,15,107,44,44
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-07-19,10.0,8629a56afffffff,12,20,15,14,28,22,16,127,43,58
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-07-26,9.0,8629a56afffffff,18,23,21,13,13,12,13,113,36,55
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-08-02,11.0,8629a56afffffff,9,12,10,10,10,15,13,79,22,35
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-08-09,10.0,8629a56afffffff,15,13,17,10,16,14,13,98,24,50
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-08-16,13.0,8629a56afffffff,11,20,11,25,6,15,18,106,48,31
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-08-23,19.0,8629a56afffffff,16,17,17,11,11,15,12,99,35,33
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-08-30,10.0,8629a56afffffff,4,17,8,20,14,12,16,91,33,32
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-09-06,15.0,8629a56afffffff,14,13,15,18,15,16,11,102,32,39
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-09-13,10.0,8629a56afffffff,12,16,20,12,13,15,14,102,42,42
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-09-20,10.0,8629a56afffffff,17,14,9,16,7,9,9,81,39,25
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-09-27,11.5,8629a56afffffff,9,13,8,13,15,14,12,84,29,31
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-10-04,10.0,8629a56afffffff,12,16,9,10,16,18,11,92,25,36
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-10-11,10.0,8629a56afffffff,14,12,19,15,18,14,8,100,47,33
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-10-18,10.0,8629a56afffffff,10,16,18,12,12,12,8,88,30,33
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-10-25,10.0,8629a56afffffff,11,7,12,22,17,11,19,99,33,45
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-11-01,10.0,8629a56afffffff,5,12,14,10,7,8,15,71,29,26
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-11-08,12.0,8629a56afffffff,15,9,10,15,18,16,14,97,30,37
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-11-15,10.0,8629a56afffffff,8,14,15,16,12,18,21,104,35,50
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-11-22,10.0,8629a56afffffff,14,22,7,6,11,16,17,93,36,43
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-11-29,10.0,8629a56afffffff,6,18,8,12,17,13,14,88,32,39
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-12-06,10.0,8629a56afffffff,13,7,14,9,15,14,10,82,21,44
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-12-13,10.0,8629a56afffffff,13,18,14,8,19,14,19,105,37,53
Taco Bell,33.8771,-118.1684,6730 Cherry Ave,Long Beach,90805.0,2021-12-20,10.0,8629a56afffffff,14,10,13,15,15,1,14,82,35,35
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2020-12-28,8.0,8629a5657ffffff,8,0,6,6,3,4,6,33,14,12
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-01-04,10.0,8629a5657ffffff,3,4,5,5,6,7,3,33,14,15
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-01-11,7.0,8629a5657ffffff,3,1,5,4,7,3,5,28,10,15
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-01-18,8.5,8629a5657ffffff,5,0,4,3,3,1,6,22,6,15
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-01-25,6.5,8629a5657ffffff,1,1,4,2,8,7,1,24,6,18
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-02-01,5.0,8629a5657ffffff,3,2,5,3,2,2,2,19,7,9
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-02-08,6.5,8629a5657ffffff,3,4,4,4,4,6,5,30,18,10
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-02-15,8.0,8629a5657ffffff,6,8,4,4,4,3,4,33,11,14
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-02-22,10.0,8629a5657ffffff,1,5,5,5,3,6,2,27,10,14
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-03-01,6.0,8629a5657ffffff,5,6,1,2,3,5,4,26,10,13
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-03-08,7.0,8629a5657ffffff,4,1,4,1,8,2,7,27,7,14
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-03-15,32.0,8629a5657ffffff,5,6,7,6,5,5,8,42,10,16
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-03-22,36.0,8629a5657ffffff,6,7,4,9,5,9,7,47,8,16
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-03-29,9.5,8629a5657ffffff,5,7,3,5,5,6,5,36,8,18
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-04-05,7.0,8629a5657ffffff,6,5,6,2,5,4,3,31,8,18
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-04-12,6.0,8629a5657ffffff,3,2,6,1,4,3,2,21,7,13
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-04-19,7.0,8629a5657ffffff,4,1,7,2,9,2,4,29,9,16
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-04-26,6.0,8629a5657ffffff,1,2,7,3,5,7,4,29,13,15
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-05-03,7.0,8629a5657ffffff,4,7,7,4,3,9,4,38,8,23
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-05-10,6.5,8629a5657ffffff,1,2,8,0,6,6,9,32,9,21
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-05-17,6.5,8629a5657ffffff,3,2,1,4,1,2,5,18,8,7
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-05-24,7.0,8629a5657ffffff,3,5,7,5,4,3,6,33,13,17
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-05-31,8.0,8629a5657ffffff,3,6,7,2,3,6,7,34,17,14
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-06-07,9.0,8629a5657ffffff,7,1,6,2,6,6,3,31,12,22
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-06-14,7.0,8629a5657ffffff,6,7,2,8,6,7,4,40,19,18
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-06-21,8.0,8629a5657ffffff,3,8,2,1,7,5,5,31,13,15
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-06-28,7.0,8629a5657ffffff,10,2,2,7,15,13,8,57,26,29
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-07-05,8.0,8629a5657ffffff,4,5,3,8,1,8,8,37,14,26
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-07-12,6.0,8629a5657ffffff,5,6,9,3,4,4,3,34,13,18
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-07-19,7.0,8629a5657ffffff,7,10,4,4,3,5,6,39,15,22
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-07-26,6.0,8629a5657ffffff,6,5,3,3,4,3,5,29,10,19
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-08-02,6.5,8629a5657ffffff,2,3,2,4,4,3,0,18,7,6
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-08-09,9.0,8629a5657ffffff,4,3,7,3,5,3,6,31,7,20
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-08-16,7.0,8629a5657ffffff,5,2,5,3,8,6,4,33,9,26
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-08-23,7.0,8629a5657ffffff,5,3,7,8,4,5,5,37,19,15
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-08-30,8.0,8629a5657ffffff,4,3,4,2,3,5,2,23,12,7
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-09-06,9.0,8629a5657ffffff,4,4,5,4,3,7,8,35,7,13
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-09-13,8.0,8629a5657ffffff,5,4,5,4,10,3,4,35,14,18
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-09-20,8.0,8629a5657ffffff,7,6,5,4,3,5,5,35,14,20
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-09-27,6.0,8629a5657ffffff,5,4,5,6,6,5,7,38,14,21
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-10-04,8.0,8629a5657ffffff,15,5,4,2,3,2,4,35,14,21
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-10-11,6.0,8629a5657ffffff,6,4,4,1,6,1,7,29,13,14
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-10-18,7.0,8629a5657ffffff,14,2,4,6,3,4,2,35,10,23
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-10-25,8.0,8629a5657ffffff,5,6,4,3,4,5,3,30,15,15
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-11-01,8.0,8629a5657ffffff,4,3,9,7,8,8,7,46,16,21
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-11-08,6.0,8629a5657ffffff,7,4,3,6,4,3,4,31,12,17
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-11-15,8.0,8629a5657ffffff,3,6,3,4,6,6,10,38,16,20
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-11-22,9.0,8629a5657ffffff,2,12,5,4,7,2,4,36,15,21
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-11-29,7.0,8629a5657ffffff,5,7,6,6,2,7,8,41,18,23
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-12-06,9.0,8629a5657ffffff,3,5,7,5,7,9,5,41,12,19
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-12-13,7.5,8629a5657ffffff,4,7,7,7,8,5,6,44,14,24
Taco Bell,33.8772,-118.3529,16901 Hawthorne Blvd,Lawndale,90260.0,2021-12-20,6.0,8629a5657ffffff,9,4,7,13,4,1,2,40,8,29
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2020-12-28,22.0,8629a0a67ffffff,18,17,21,17,19,26,10,128,67,51
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-01-04,19.0,8629a0a67ffffff,12,11,12,14,11,18,15,93,36,42
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-01-11,21.0,8629a0a67ffffff,6,10,12,7,10,18,16,79,35,39
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-01-18,22.0,8629a0a67ffffff,19,13,7,16,19,18,21,113,49,53
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-01-25,21.0,8629a0a67ffffff,11,16,14,23,12,23,15,114,42,58
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-02-01,21.5,8629a0a67ffffff,13,14,13,14,15,13,16,98,39,45
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-02-08,22.0,8629a0a67ffffff,15,8,11,15,12,20,20,101,46,38
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-02-15,22.0,8629a0a67ffffff,9,5,13,7,13,23,17,87,28,49
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-02-22,24.0,8629a0a67ffffff,11,16,13,9,10,29,20,108,34,58
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-03-01,22.0,8629a0a67ffffff,18,10,13,19,16,17,28,121,60,44
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-03-08,23.0,8629a0a67ffffff,21,24,9,18,17,16,10,115,62,44
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-03-15,25.0,8629a0a67ffffff,17,16,23,13,19,27,13,128,50,61
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-03-22,24.0,8629a0a67ffffff,19,21,10,25,18,29,25,147,54,72
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-03-29,23.0,8629a0a67ffffff,24,20,12,26,20,25,3,130,55,61
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-04-05,21.0,8629a0a67ffffff,20,20,17,23,33,21,23,157,69,64
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-04-12,21.0,8629a0a67ffffff,11,18,14,27,22,25,14,131,53,73
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-04-19,24.0,8629a0a67ffffff,18,32,21,20,15,17,23,146,72,60
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-04-26,21.0,8629a0a67ffffff,14,21,15,15,17,22,19,123,53,61
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-05-03,22.0,8629a0a67ffffff,14,20,10,19,26,27,12,128,57,56
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-05-10,25.0,8629a0a67ffffff,15,24,16,28,20,9,17,129,45,68
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-05-17,23.0,8629a0a67ffffff,15,25,17,22,12,29,27,147,51,79
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-05-24,22.0,8629a0a67ffffff,16,20,15,26,26,20,29,152,67,70
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-05-31,23.0,8629a0a67ffffff,11,26,31,13,31,26,20,158,85,67
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-06-07,21.0,8629a0a67ffffff,10,26,16,17,15,14,18,116,63,49
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-06-14,26.0,8629a0a67ffffff,22,24,26,19,11,32,31,165,69,76
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-06-21,27.0,8629a0a67ffffff,12,21,19,19,23,24,36,154,82,57
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-06-28,24.0,8629a0a67ffffff,9,18,18,11,17,18,4,95,40,49
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-07-05,22.0,8629a0a67ffffff,24,17,20,16,23,26,15,141,66,64
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-07-12,24.0,8629a0a67ffffff,21,34,26,17,13,19,27,157,86,62
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-07-19,22.0,8629a0a67ffffff,19,18,13,14,23,27,27,141,64,65
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-07-26,23.5,8629a0a67ffffff,20,14,18,15,23,26,24,140,75,59
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-08-02,25.0,8629a0a67ffffff,14,22,13,18,16,15,20,118,56,53
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-08-09,20.0,8629a0a67ffffff,22,31,31,18,22,14,35,173,81,72
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-08-16,22.0,8629a0a67ffffff,29,20,15,20,18,41,21,164,93,63
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-08-23,21.0,8629a0a67ffffff,26,23,14,16,15,25,32,151,70,71
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-08-30,21.0,8629a0a67ffffff,17,19,19,22,13,25,19,134,66,61
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-09-06,21.0,8629a0a67ffffff,16,20,25,19,17,25,25,147,72,65
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-09-13,22.0,8629a0a67ffffff,17,16,12,15,15,31,11,117,69,43
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-09-20,26.5,8629a0a67ffffff,19,22,13,20,30,15,31,150,67,69
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-09-27,21.0,8629a0a67ffffff,13,11,12,6,19,15,13,89,51,38
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-10-04,24.5,8629a0a67ffffff,14,27,17,16,22,25,13,134,62,62
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-10-11,24.5,8629a0a67ffffff,11,15,9,24,25,33,15,132,62,51
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-10-18,21.0,8629a0a67ffffff,18,24,22,19,15,20,17,135,81,42
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-10-25,24.0,8629a0a67ffffff,21,18,22,19,25,32,17,154,77,62
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-11-01,29.0,8629a0a67ffffff,8,16,14,19,21,20,15,113,59,41
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-11-08,23.0,8629a0a67ffffff,19,14,22,13,20,17,10,115,53,49
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-11-15,26.0,8629a0a67ffffff,17,22,24,15,20,23,19,140,68,61
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-11-22,24.0,8629a0a67ffffff,6,21,18,2,20,17,27,111,47,57
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-11-29,29.0,8629a0a67ffffff,18,16,0,1,0,0,1,36,18,18
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-12-06,921.0,8629a0a67ffffff,0,1,0,1,0,0,0,2,0,0
Taco Bell,33.8805,-117.9635,1889 W Malvern Ave,Fullerton,92833.0,2021-12-13,10.0,8629a0a67ffffff,0,0,1,1,1,0,0,3,5,0
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2020-12-28,10.0,8629a56e7ffffff,1,3,10,5,3,1,12,35,14,17
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-01-04,10.0,8629a56e7ffffff,2,4,0,2,6,4,3,21,7,10
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-01-11,7.5,8629a56e7ffffff,8,6,4,3,3,6,4,34,8,18
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-01-18,9.5,8629a56e7ffffff,2,3,1,9,6,3,4,28,12,15
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-01-25,8.5,8629a56e7ffffff,3,2,1,2,5,6,7,26,9,14
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-02-01,8.0,8629a56e7ffffff,8,5,4,6,8,10,6,47,18,24
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-02-08,11.0,8629a56e7ffffff,4,4,3,3,2,5,10,31,16,15
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-02-15,9.0,8629a56e7ffffff,2,3,5,8,2,4,5,29,15,13
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-02-22,10.0,8629a56e7ffffff,6,5,4,4,12,11,9,51,23,21
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-03-01,8.0,8629a56e7ffffff,4,5,1,11,8,9,3,41,18,20
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-03-08,6.5,8629a56e7ffffff,1,4,4,1,10,4,10,34,11,17
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-03-15,9.0,8629a56e7ffffff,3,5,5,5,3,6,9,36,14,14
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-03-22,9.0,8629a56e7ffffff,2,0,3,5,7,5,2,24,14,10
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-03-29,10.0,8629a56e7ffffff,6,3,1,4,8,12,4,38,9,18
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-04-05,8.5,8629a56e7ffffff,7,3,3,6,3,2,6,30,7,20
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-04-12,7.0,8629a56e7ffffff,10,8,4,3,5,6,10,46,14,25
Taco Bell,33.8814,-118.3261,16414 Crenshaw Blvd,Torrance,90504.0,2021-04-19,9.0,8629a56e7ffffff,4,1,1,3,4,5,4,22,9,10
